ASX code,Company name,Security type,ISIN code
PYYTKO,MISCELLANEOUS CHESS,MISC.PAYMENTS - CHESS - TAKEOVER PROCEEDS,AU000PYYTKO4
PYYWAR,MISCELLANEOUS CHESS,MISC.PAYMENTS - CHESS - WARRANT CASH COMPONENT,AU000PYYWAR2
MBT,MISSION NEWENERGY,ORDINARY FULLY PAID,AU000000MBT6
MSV,MITCHELL SERVICES,ORDINARY FULLY PAID,AU000000MSV6
MSVN,MITCHELL SERVICES,ORDINARY FULLY PAID DEFERRED,AU00000MSVN4
MSVR,MITCHELL SERVICES,RIGHTS - APPLICATIONS CLOSE 24-APR-2013,AU00000MSVR5
MSVO,MITCHELL SERVICES,OPTION EXPIRING 02-AUG-2016,AU00000MSVO2
MSVAI,MITCHELL SERVICES,OPTION EXPIRING 02-AUG-2016 EX 30C,AU0000MSVAI7
MSVAK,MITCHELL SERVICES,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000MSVAK3
MTH,MITHRIL RESOURCES,ORDINARY FULLY PAID,AU000000MTH3
MTHAM,MITHRIL RESOURCES,OPTION EXPIRNG 28-NOV-2017 EX VARIOUS PRICES,AU0000MTHAM6
MTHAA,MITHRIL RESOURCES,OPTION EXPIRING 22-MAY-2016 EX 20C,AU0000MTHAA1
MTHAB,MITHRIL RESOURCES,OPTION EXPIRING 21-JUL-2018 EX 5C,AU0000MTHAB9
MTHAC,MITHRIL RESOURCES,OPTION EXPIRING 19-JUN-2019 EX 1.5C,AU0000MTHAC7
MTHAK,MITHRIL RESOURCES,OPTION EXPIRING 30-JUN-2017 EX 10C,AU0000MTHAK0
MUA,MITULA GROUP LIMITED,ORDINARY FULLY PAID,AU000000MUA6
MUAAA,MITULA GROUP LIMITED,OPTION EXPIRING 30-JUN-2018 EX 40C,AU0000MUAAA4
MVB,MKTVECTAUBANKS,EXCHANGE TRADED FUND UNITS FULLY PAID,AU000000MVB2
MVBBSK,MKTVECTAUBANKS,MARKET VECTORS AUSTRALIAN BANKS BSK,AU000MVBBSK4
MVE,MKTVECTAUEMGRESOURCE,EXCHANGE TRADED FUND UNITS FULLY PAID,AU000000MVE6
MVEBSK,MKTVECTAUEMGRESOURCE,MARKET VECTORS AUSTRALIAN EMERGING RESOURCES BSK,AU000MVEBSK8
MVW,MKTVECTAUEQWEIGHT,EXCHANGE TRADED FUND UNITS FULLY PAID,AU000000MVW8
MVWBSK,MKTVECTAUEQWEIGHT,MARKET VECTORS AUST EQUAL BSK,AU000MVWBSK0
MVA,MKTVECTAUPROPERTY,EXCHANGE TRADED FUND UNITS FULLY PAID,AU000000MVA4
MVABSK,MKTVECTAUPROPERTY,MARKET VECTORS AUSTRALIAN PROPERTY BSK,AU000MVABSK6
MVR,MKTVECTAURESOURCES,EXCHANGE TRADED FUND UNITS FULLY PAID,AU000000MVR8
MVRBSK,MKTVECTAURESOURCES,MARKET VECTORS AUSTRALIAN RESOURCES BSK,AU000MVRBSK0
CETF,MKTVECTCHINAASHARE,EXCHANGE TRADED FUND CDIS 1:1,AU00000CETF5
GDX,MKTVECTGOLDMINERS,EXCHANGE TRADED FUND CDIS 1:1,AU000000GDX6
MVS,MKTVECTSMALLCAPDIV,EXCHANGE TRADED FUND UNITS FULLY PAID,AU000000MVS6
MVSBSK,MKTVECTSMALLCAPDIV,MKTVECTSMALLCAPDIV BSK,AU000MVSBSK8
MOAT,MKTVECTUSWIDEMOAT,EXCHANGE TRADED FUND CDIS 1:1,AU00000MOAT4
QUAL,MKTVECTWLDXAUQUALITY,EXCHANGE TRADED FUND UNITS FULLY PAID,AU00000QUAL9
MLF,ML FACTOR MODEL,MERRILL LYNCH FACTOR MODEL,AU000000MLF4
MRM,MMAOFFSHOR,ORDINARY FULLY PAID,AU000000MRM7
MRMAO,MMAOFFSHOR,PERFORMANCE RIGHTS EXPIRING VARIOUS DATES,AU0000MRMAO6
MRMAI,MMAOFFSHOR,ORDINARY FULLY PAID DEFERRED,AU0000MRMAI8
MMG,MMG LIMITED,CDI 1:10 FOREIGN EXEMPT HKSE,AU000000MMG0
MMJ,MMJ PHYTOTECH LTD,ORDINARY FULLY PAID,AU000000MMJ4
MMJXX,MMJ PHYTOTECH LTD,PLACEMENT,AU0000MMJXX6
MMJAB,MMJ PHYTOTECH LTD,ORDINARY FULLY PAID RESTRICTED,AU0000MMJAB0
MMJAE,MMJ PHYTOTECH LTD,OPTION EXPIRING 06-MAY-2019 EX VARIOUS PRICES,AU0000MMJAE4
MMJAF,MMJ PHYTOTECH LTD,OPTION EXPIRING 27-JUL-2018 EX VARIOUS PRICES,AU0000MMJAF1
MMJAG,MMJ PHYTOTECH LTD,OPTION EXPIRING 08-SEP-2018 EX 45C,AU0000MMJAG9
MMJAC,MMJ PHYTOTECH LTD,OPTION EXPIRING 08JAN-2018 RESTRICTED EX 20C,AU0000MMJAC8
MMJAD,MMJ PHYTOTECH LTD,PERFORMANCE RIGHTS RESTRICTED VAR CLASSES,AU0000MMJAD6
MIH,MNC MEDIA INVEST LTD,CHESS DEPOSITARY INTERESTS US PROHIBITED 1:10,AU000000MIH6
MIHAI,MNC MEDIA INVEST LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000MIHAI7
MNF,MNF GROUP LTD,ORDINARY FULLY PAID,AU000000MNF0
MNFAI,MNF GROUP LTD,OPTION EXPIRING 31-DEC-2015 EX $1.70,AU0000MNFAI1
MNFAJ,MNF GROUP LTD,OPTION EXPIRING 31-AUG-2016 EX $3.00,AU0000MNFAJ9
MBO,MOBILARM LIMITED,ORDINARY FULLY PAID,AU000000MBO7
MBOAE,MOBILARM LIMITED,OPTION EXPIRING 09-JUN-2016 EX 7.2C,AU0000MBOAE7
MBOAI,MOBILARM LIMITED,OPTION EXPIRING 22-DEC-2015 EX 20C,AU0000MBOAI8
MBOAK,MOBILARM LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000MBOAK4
MBOAM,MOBILARM LIMITED,PERFORMANCE RIGHT,AU0000MBOAM0
MBOAA,MOBILARM LIMITED,CONVERTIBLE NOTES,AU0000MBOAA5
MBONA,MOBILARM LIMITED,ORDINARY FULLY PAID DEFERRED,AU0000MBONA8
MBE,MOBILE EMBRACE LTD,ORDINARY FULLY PAID,AU000000MBE8
MBEAJ,MOBILE EMBRACE LTD,PERFORMANCE RIGHTS,AU0000MBEAJ7
MBEAO,MOBILE EMBRACE LTD,PERFORMANCE RIGHTS EXPIRING 30-JUL-2016,AU0000MBEAO7
MBEAQ,MOBILE EMBRACE LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000MBEAQ2
MBEAK,MOBILE EMBRACE LTD,PERFORMANCE RIGHT EXPIRING 30-JUL-2016,AU0000MBEAK5
MOD,MOD RESOURCES LTD,ORDINARY FULLY PAID,AU000000MOD3
MODO,MOD RESOURCES LTD,OPTION EXPIRING 01-MAY-2018,AU00000MODO9
MODAI,MOD RESOURCES LTD,OPTION EXPIRING 12-JUN-2016 EX 20C,AU0000MODAI4
MODAU,MOD RESOURCES LTD,OPTION EXPIRING 4-MAR-2017 EX 6C,AU0000MODAU9
MODAW,MOD RESOURCES LTD,OPTION EXPIRING 20-JUN-2017 EX 7.5C,AU0000MODAW5
MODAX,MOD RESOURCES LTD,OPTION EXPIRING 21-MAY-2018 EX 1C,AU0000MODAX3
MKB,MOKO SOCIAL MEDIA,ORDINARY FULLY PAID,AU000000MKB5
MKBAI,MOKO SOCIAL MEDIA,PERFORMANCE SHARE,AU0000MKBAI6
MKBAO,MOKO SOCIAL MEDIA,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000MKBAO4
MPO,MOLOPO ENERGY LTD,ORDINARY FULLY PAID,AU000000MPO7
MPOAI,MOLOPO ENERGY LTD,PERFORMANCE SHARE RIGHTS,AU0000MPOAI8
MOL,MOLY MINES LIMITED,ORDINARY FULLY PAID,AU000000MOL6
MOLAZ,MOLY MINES LIMITED,OPTION EXPIRING 15-FEB-2020 EX 0.01C,AU0000MOLAZ1
MOLAI,MOLY MINES LIMITED,OPTION EXPIRING 14-FEB-2016 EX 55C,AU0000MOLAI7
MND,MONADELPHOUS GROUP,ORDINARY FULLY PAID,AU000000MND5
MVF,MONASH IVF GROUP LTD,ORDINARY FULLY PAID,AU000000MVF3
MOX,MONAX MINING LIMITED,ORDINARY FULLY PAID,AU000000MOX1
MOXAA,MONAX MINING LIMITED,OPTION EXPIRING 12-MAY-2020 EX 2.6C,AU0000MOXAA9
MOXAO,MONAX MINING LIMITED,OPTION EXPIRING 28-JUL-2016 EX 5.1C,AU0000MOXAO0
MOXAQ,MONAX MINING LIMITED,OPTION EXPIRING 23-JUL-2017 5.3C,AU0000MOXAQ5
MNY,MONEY3 CORPORATION,ORDINARY FULLY PAID,AU000000MNY1
MNYN,MONEY3 CORPORATION,ORDINARY FULLY PAID DEFERRED,AU00000MNYN9
MNYO,MONEY3 CORPORATION,OPTION EXPIRING 16-MAY-2018,AU00000MNYO7
MNYXX,MONEY3 CORPORATION,PLACEMENT,AU0000MNYXX3
MNYYY,MONEY3 CORPORATION,RIGHTS SHORTFALL,AU0000MNYYY9
MNYAK,MONEY3 CORPORATION,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000MNYAK8
MUB,MONGOLIAN RES CORP,ORDINARY FULLY PAID,AU000000MUB4
MUBAK,MONGOLIAN RES CORP,PERFORMANCE SHARES,AU0000MUBAK1
MUBAM,MONGOLIAN RES CORP,OPTION EXPIRING 31-MAR-2013 EX 25C,AU0000MUBAM7
MOQ,MONTECH HOLDINGS LTD,ORDINARY FULLY PAID,AU000000MOQ5
MOQAI,MONTECH HOLDINGS LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000MOQAI6
MZM,MONTEZUMA MINING CO.,ORDINARY FULLY PAID,AU000000MZM0
MZMAB,MONTEZUMA MINING CO.,OPTION EXPIRING 01-JUL-2017 EX 20C,AU0000MZMAB6
MZMAC,MONTEZUMA MINING CO.,OPTION EXPIRING 18-NOV-2019 EX 21.5,AU0000MZMAC4
MZMAD,MONTEZUMA MINING CO.,OPTION EXPIRING 31-JAN-2018 EX 34C,AU0000MZMAD2
MZMAE,MONTEZUMA MINING CO.,OPTION EXPIRING 15-SEP-2017 EX 27.5C,AU0000MZMAE0
MZMAF,MONTEZUMA MINING CO.,OPTION EXPIRING 22-OCT-2018 EX 32C,AU0000MZMAF7
MZMAG,MONTEZUMA MINING CO.,OPTION EXPIRING 20-NOV-2020 EX 35C,AU0000MZMAG5
MZMAH,MONTEZUMA MINING CO.,OPTION EXPIRING 20-NOV-2018 EX 35C,AU0000MZMAH3
MZMAU,MONTEZUMA MINING CO.,OPTION EXPIRING 30-NOV-2016 EX 32.5C,AU0000MZMAU6
MZMAW,MONTEZUMA MINING CO.,OPTION EXPIRING 30-NOV-2017 EX 38C,AU0000MZMAW2
MZMAY,MONTEZUMA MINING CO.,OPTION EXPIRING 30-JUL-2016 EX VARIOUS PRICES,AU0000MZMAY8
MZMAZ,MONTEZUMA MINING CO.,OPTION EXPIRING 19-NOV-2018 EX 20C,AU0000MZMAZ5
MZMAA,MONTEZUMA MINING CO.,OPTION EXPIRING 30-JUN-2017 EX 20C,AU0000MZMAA8
MMZ,MOOTER MEDIA LIMITED,ORDINARY FULLY PAID,AU000000MMZ0
MMZAK,MOOTER MEDIA LIMITED,ORDINARY FULLY PAID,AU0000MMZAK7
MMZAI,MOOTER MEDIA LIMITED,ORDINARY FULLY PAID RESTRICTED,AU0000MMZAI1
MMZAM,MOOTER MEDIA LIMITED,OPTION EXPIRING 30-JUN-2012 EX 1.5C,AU0000MMZAM3
MMZAO,MOOTER MEDIA LIMITED,OPTION EXPIRING 30-JUN-2012 EX 5C,AU0000MMZAO9
MMZAY,MOOTER MEDIA LIMITED,OPTION EXPIRING 31-DEC-2012 EX 5C,AU0000MMZAY8
MRV,MORETON RESOURCES,ORDINARY FULLY PAID,AU000000MRV8
MRVAA,MORETON RESOURCES,OPTION EXPIRING VARIOUS DATES EX VARIOUS DATES,AU0000MRVAA6
MCO,MORNING STAR GOLD NL,ORDINARY FULLY PAID,AU000000MCO5
MOC,MORTGAGE CHOICE LTD,ORDINARY FULLY PAID,AU000000MOC5
MOT,MOTOPIA LTD,ORDINARY FULLY PAID,AU000000MOT9
MTB,MOUNT BURGESS MINING,ORDINARY FULLY PAID,AU000000MTB6
MTBDA,MOUNT BURGESS MINING,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000MTBDA8
MTBAM,MOUNT BURGESS MINING,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000MTBAM9
MGX,MOUNT GIBSON IRON,ORDINARY FULLY PAID,AU000000MGX7
MGXAA,MOUNT GIBSON IRON,PERFORMANCE SHARE RIGHT,AU0000MGXAA5
MUM,MOUNT MAGNET SOUTH,ORDINARY FULLY PAID,AU000000MUM1
MUMOA,MOUNT MAGNET SOUTH,OPTION EXPIRING 31-DEC-2018,AU0000MUMOA0
MUMAA,MOUNT MAGNET SOUTH,OPTION EXPIRING 31-DEC-2018 EX 0.6C,AU0000MUMAA9
MUMAU,MOUNT MAGNET SOUTH,CONVERTIBLE NOTE MATURING 31-JUL-2017,AU0000MUMAU7
MRD,MOUNT RIDLEY MINES,ORDINARY FULLY PAID,AU000000MRD6
MRDAI,MOUNT RIDLEY MINES,OPTION EXPIRING 30-JUN-2016 EX 7C,AU0000MRDAI7
MRDAJ,MOUNT RIDLEY MINES,OPTION EXPIRING 30-JUN-2016 EX 2.1C,AU0000MRDAJ5
MRDAK,MOUNT RIDLEY MINES,OPTION EXPIRING 31-DEC-2016 EX VARIOUS PRICES,AU0000MRDAK3
MRDAL,MOUNT RIDLEY MINES,OPTION EXPIRING 31-AUG-2019 EX 1.25C,AU0000MRDAL1
MRDAM,MOUNT RIDLEY MINES,OPTION EXPIRING 31-AUG-2019 EX 2.1C,AU0000MRDAM9
MRDAN,MOUNT RIDLEY MINES,OPTION EXPIRING 31-MAR-2018 EX 7C,AU0000MRDAN7
MOZ,MOZAMBI RES LTD,ORDINARY FULLY PAID,AU000000MOZ6
MOZO,MOZAMBI RES LTD,OPTION EXPIRING 31-DEC-2017,AU00000MOZO2
MOZAA,MOZAMBI RES LTD,OPTION EXPIRING 31-DEC-2017 EX 2C,AU0000MOZAA4
MOZAB,MOZAMBI RES LTD,PERFORMANCE RIGHTS,AU0000MOZAB2
MOZAS,MOZAMBI RES LTD,OPTION EXPIRING 30-NOV-2016 EX 25C,AU0000MOZAS6
MOZAM,MOZAMBI RES LTD,OPTION EXPIRING 02-AUG-2016 EX 25C,AU0000MOZAM9
MQ8,MQG DUMMY TORESS,MAQUARIE DUMMY UNDERLYING TORESS OPTIONS,AU000000MQ89
MRQ,MRG METALS LIMITED,ORDINARY FULLY PAID,AU000000MRQ8
MRQO,MRG METALS LIMITED,OPTION EXPIRING 21-SEP-2016,AU00000MRQO4
MRQOA,MRG METALS LIMITED,OPTION EXPIRING 31-AUG-2020,AU0000MRQOA7
MSM,MSM CORPORATION INTL,ORDINARY FULLY PAID,AU000000MSM5
MSMO,MSM CORPORATION INTL,OPTION EXPIRING 31-DEC-2015,AU00000MSMO1
MSMAA,MSM CORPORATION INTL,ORDINARY FULLY PAID RESTRICTED,AU0000MSMAA3
MSMAC,MSM CORPORATION INTL,ORDINARY FULLY PAID RESTRICTED,AU0000MSMAC9
MSMAJ,MSM CORPORATION INTL,OPTION EXPIRING 30-JUN-2017 EX 30C,AU0000MSMAJ4
MSMAK,MSM CORPORATION INTL,OPTION EXPIRING 07-NOV-2019 EX 10C,AU0000MSMAK2
MSMAB,MSM CORPORATION INTL,OPTION EXPIRING 07-NOV-2019 RESTRICTED EX 10C,AU0000MSMAB1
MSMAD,MSM CORPORATION INTL,OPTION EXPIRING 07-NOV-2019 RESTRICTED EX 10C,AU0000MSMAD7
MSMAE,MSM CORPORATION INTL,PERFORMANCE SHARES RESTRICTED CL A B,AU0000MSMAE5
MSMHF,MSM CORPORATION INTL,10.5% SERIES 2 DEBENTURE MATURING 30-SEP-2011,AU0000MSMHF7
MUI,MUI CORP LIMITED,ORDINARY FULLY PAID,AU000000MUI9
MUIAI,MUI CORP LIMITED,OPTION EXPIRING 24-DEC-2014 EX 0.1C,AU0000MUIAI0
MUIAK,MUI CORP LIMITED,OPTION EXPIRING 03-DEC-2016 EX 0.1C,AU0000MUIAK6
MXUPA,MULTIPLEX SITES,TRANS PREF 3-BBSW+ 3.90% PERP SUB NON-CUM RED STEP,AU0000MXUPA4
MSI,MULTISTACK INTERNAT.,ORDINARY FULLY PAID,AU000000MSI3
MCH,MURCHISON HOLDINGS,ORDINARY FULLY PAID,AU000000MCH9
MCHAI,MURCHISON HOLDINGS,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000MCHAI0
MGV,MUSGRAVE MINERALS,ORDINARY FULLY PAID,AU000000MGV1
MGVAA,MUSGRAVE MINERALS,OPTION EXPIRING 10-MAR-2019 EX 12C,AU0000MGVAA9
MGVAB,MUSGRAVE MINERALS,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000MGVAB7
MGVAO,MUSGRAVE MINERALS,OPTION EXPIRING 17-FEB-2016 EX 50C,AU0000MGVAO0
MGVAQ,MUSGRAVE MINERALS,OPTION EXPIRING 19-APR-2016 EX 25C,AU0000MGVAQ5
MGVAI,MUSGRAVE MINERALS,OPTION EXPIRING 05-MAR-2018 EX 25C,AU0000MGVAI2
MGVAU,MUSGRAVE MINERALS,OPTION EXPIRING 23-JAN-2017 EX 25C,AU0000MGVAU7
MGVAM,MUSGRAVE MINERALS,OPTION EXPIRING 17-FEB-2016 RESTRICTED EX 36C,AU0000MGVAM4
MUS,MUSTANG RESOURCES,ORDINARY FULLY PAID,AU000000MUS8
MUSDD,MUSTANG RESOURCES,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000MUSDD4
MUSO,MUSTANG RESOURCES,OPTION EXPIRING 30-JUN-2017,AU00000MUSO4
MUSOA,MUSTANG RESOURCES,OPTION EXPIRING 31-DEC-2014,AU0000MUSOA7
MUSOB,MUSTANG RESOURCES,OPTION EXPIRING 31-DEC-2014,AU0000MUSOB5
MUSAC,MUSTANG RESOURCES,ORDINARY FULLY PAID RESTRICTED,AU0000MUSAC2
MUSAF,MUSTANG RESOURCES,ORDINARY FULLY PAID RESTRICTED,AU0000MUSAF5
MUSAB,MUSTANG RESOURCES,OPTION EXPIRING 10-NOV-2017 EX 24.12C,AU0000MUSAB4
MUSAD,MUSTANG RESOURCES,OPTION EXPIRING 21-MAY-2017 RESTRICTED EX 21C,AU0000MUSAD0
MUSAE,MUSTANG RESOURCES,PERFORMANCE RIGHTS  CLASS E F G RESTRICTED,AU0000MUSAE8
MUSAG,MUSTANG RESOURCES,OPTION EXPIRING 01-DEC-2016 RESTRICTED EX 20C,AU0000MUSAG3
MUSAH,MUSTANG RESOURCES,OPTION EXPIRING 31-OCT-2016 RESTRICTED EX 20C,AU0000MUSAH1
MUSAI,MUSTANG RESOURCES,PERF RIGHT CLASS A B C D E F G  RESTRICTED,AU0000MUSAI9
MPX,MUSTERA PROPERTY GRP,ORDINARY FULLY PAID,AU000000MPX8
MPXAA,MUSTERA PROPERTY GRP,OPTION EXPIRING 31-JAN-2018 EX 20C,AU0000MPXAA6
MYG,MUTINY GOLD LIMITED,ORDINARY FULLY PAID,AU000000MYG5
MYGO,MUTINY GOLD LIMITED,OPTION EXPIRING 15-AUG-2015,AU00000MYGO1
MYFG,MYER GROUP FINANCE,10.1938%RED.EXCH.SUB.SECURED NOTES MAT.15-MAR-2013,AU00000MYFG9
MYR,MYER HOLDINGS LTD,ORDINARY FULLY PAID,AU000000MYR2
MYRAK,MYER HOLDINGS LTD,PERFORMANCE RIGHTS,AU0000MYRAK9
MYRAM,MYER HOLDINGS LTD,ORDINARY FULLY PAID DEFERRED,AU0000MYRAM5
MYQ,MYFIZIQ LIMITED,ORDINARY FULLY PAID,AU000000MYQ4
MYQAA,MYFIZIQ LIMITED,ORDINARY FULLY PAID RESTRICTED,AU0000MYQAA2
MYQAB,MYFIZIQ LIMITED,ORDINARY FULLY PAID RESTRICTED,AU0000MYQAB0
MYQAD,MYFIZIQ LIMITED,ORDINARY FULLY PAID RESTRICTED,AU0000MYQAD6
MYQAE,MYFIZIQ LIMITED,PERFORMANCE SHARES RESTRICTED CLASS A,AU0000MYQAE4
MYQAF,MYFIZIQ LIMITED,PERFORMANCE SHARES RESTRICTED CLASS B,AU0000MYQAF1
MYO,MYOB GROUP LTD,ORDINARY FULLY PAID,AU000000MYO9
MYOAB,MYOB GROUP LTD,PERFORMANCE SHARES,AU0000MYOAB5
MYS,MYSTATE LIMITED,ORDINARY FULLY PAID,AU000000MYS0
MZI,MZI RES LTD,ORDINARY FULLY PAID,AU000000MZI8
MZIDA,MZI RES LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000MZIDA0
MZIYY,MZI RES LTD,CONDITIONAL PLACEMENT,AU0000MZIYY6
MZIAI,MZI RES LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000MZIAI9
MZIAK,MZI RES LTD,OPTION EXPIRING 30-JUN-2015 EX 2C,AU0000MZIAK5
N1H,N1 HOLDINGS LTD,ORDINARY FULLY PAID,AU000000N1H7
NA8,NAB DUMMY TORESS,NAB DUMMY UNDERLYING TORESS OPTIONS,AU000000NA86
NAG,NAGAMBIE RESOURCES,ORDINARY FULLY PAID,AU000000NAG3
NAGAA,NAGAMBIE RESOURCES,OPTION EXPIRING 31-OCT-2017 EX 10C,AU0000NAGAA1
NAGAB,NAGAMBIE RESOURCES,OPTION EXPIRING 03-DEC-2018 EX 10C,AU0000NAGAB9
NAGAE,NAGAMBIE RESOURCES,OPTION EXPIRING 28-NOV-2019 EX 10C,AU0000NAGAE3
NAGAF,NAGAMBIE RESOURCES,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000NAGAF0
NAGAU,NAGAMBIE RESOURCES,OPTION EXPIRING 11-MAR-2016 EX 10C,AU0000NAGAU9
NAGAY,NAGAMBIE RESOURCES,OPTION EXPIRING 30-NOV-2016 EX 10C,AU0000NAGAY1
NAGAD,NAGAMBIE RESOURCES,CONVERTIBLE NOTES MATURING 15-APR-2020,AU0000NAGAD5
NAGAW,NAGAMBIE RESOURCES,10% UNSEC.REDEEM.CONV.NOTE MATURING 01-SEP-2016,AU0000NAGAW5
NAGAZ,NAGAMBIE RESOURCES,10% UNSEC.REDEEM.CONV.NOTE MATURING 04-MAY-2017,AU0000NAGAZ8
NCO,NAMIBIAN COPPER,ORDINARY FULLY PAID,AU000000NCO3
NCONA,NAMIBIAN COPPER,ORDINARY FULLY PAID DEFERRED,AU0000NCONA4
NCORA,NAMIBIAN COPPER,RIGHTS - APPLICATIONS CLOSE 13-JAN-2016,AU0000NCORA5
NCOO,NAMIBIAN COPPER,OPTION EXPIRING 30-APR-2019,AU00000NCOO9
NCOAA,NAMIBIAN COPPER,PERFORMANCE RIGHTS VAR CLASSES,AU0000NCOAA1
NAM,NAMOI COTTON CO-OP,CO-OPERATIVE CAPITAL UNITS FULLY PAID,AU000000NAM1
NAMAI,NAMOI COTTON CO-OP,$2.70 GROWER FULLY PAID,AU0000NAMAI2
NNO,NANOPAC INN,NSX - CHESS DEPOSITARY INTEREST,AU000000NNO0
NAN,NANOSONICS LIMITED,ORDINARY FULLY PAID,AU000000NAN9
NANAB,NANOSONICS LIMITED,OPTION EXPIRING 21-NOV-2016 EX 52.2C,AU0000NANAB5
NANAG,NANOSONICS LIMITED,PERFORMANCE RIGHTS,AU0000NANAG4
NANAJ,NANOSONICS LIMITED,PERFORMANCE RIGHTS EXPIRING 30-SEP-2017,AU0000NANAJ8
NANAK,NANOSONICS LIMITED,PERFORMANCE RIGHTS EXPIRING 01-OCT-2016,AU0000NANAK6
NANAL,NANOSONICS LIMITED,PERFORMANCE RIGHTS EXPIRING 30-SEP-2018,AU0000NANAL4
NANAA,NANOSONICS LIMITED,OPTION EXPIRING 21-NOV-2016 EX 51.33C,AU0000NANAA7
NANAE,NANOSONICS LIMITED,PERFORMANCE RIGHTS EXPIRING 30-SEP-2017,AU0000NANAE9
NANAF,NANOSONICS LIMITED,PERFORMANCE RIGHT EXPIRING 30-SEP-2016,AU0000NANAF6
NANAT,NANOSONICS LIMITED,6% TRANCHE A CONVERTIBLE NOTE MATURING 28-JUN-2016,AU0000NANAT7
NANAU,NANOSONICS LIMITED,6% TRANCHE B CONVERTIBLE NOTE MATURING 28-JUN-2016,AU0000NANAU5
NAC,NAOS ABSOLUTE OPP,ORDINARY FULLY PAID,AU000000NAC2
NACO,NAOS ABSOLUTE OPP,OPTION EXPIRING 30-NOV-2016,AU00000NACO8
NCC,NAOS EMERG OPP,ORDINARY FULLY PAID,AU000000NCC8
NCCO,NAOS EMERG OPP,OPTION EXPIRING 01-FEB-2015,AU00000NCCO4
ZQQ,NASDAQ - 100 TRUST,NASDAQ - 100 TRUST,AU000000ZQQ2
NDX,NASDAQ 100 E-MINI,NASDAQ 100 E-MINI,AU000000NDX2
NAB,NATIONAL AUST. BANK,ORDINARY FULLY PAID,AU000000NAB4
NABN,NATIONAL AUST. BANK,ORDINARY FULLY PAID DEFERRED,AU00000NABN2
NABR,NATIONAL AUST. BANK,RIGHTS-APPSCLOSE 01JUN2015 US PROHIBITED,AU00000NABR3
NABPA,NATIONAL AUST. BANK,CNV PREF 3-BBSW+3.20% PERP NON-CUM RED T-03-21,AU0000NABPA0
NABPB,NATIONAL AUST. BANK,CNV PREF 3-BBSW+3.25% PERP NON-CUM RED T-12-22,AU0000NABPB8
NABPC,NATIONAL AUST. BANK,CAP NOTE 3-BBSW+3.50% PERP NON-CUM RED T-07-23,AU0000NABPC6
NABAI,NATIONAL AUST. BANK,"ORDINARY PART PD TO 25C, VARIOUS AMOUNTS UNP. EMP",AU0000NABAI5
NABAM,NATIONAL AUST. BANK,PERFORMANCE RIGHTS,AU0000NABAM7
NABAO,NATIONAL AUST. BANK,UNSEC.RED.PERPETUAL.CONV.NOTE,AU0000NABAO3
NABHA,NATIONAL AUST. BANK,HYBRID 3-BBSW+1.25% PERP SUB EXCH NON-CUM STAP,AU0000NABHA7
NABHB,NATIONAL AUST. BANK,SUB BOND 3-BBSW+2.75% 18-06-22 RED T-06-17,AU0000NABHB5
NABHE,NATIONAL AUST. BANK,2.00% COV.BONDS MAT 20-JUN-2017 MIN CONS $5HT NC,US63253WAA99
NABHF,NATIONAL AUST. BANK,2.125% BONDS.MAT 09-SEP-2019 MIN.CONS.$5HT NC,US63253WAG69
NABHD,NATIONAL AUST. BANK,X% NOTE MATURING DD-MMM-YY,AU0000NABHD1
NAFHA,NATIONAL RMBS 2011-1,CLASS A1 FRN MAT.15-JUN-2042 MIN.CONS.$5HT NC,AU0000NAFHA8
NAFHC,NATIONAL RMBS 2011-1,CLASS A2-R FRN MAT.15-JUN-2042 MIN.CONS.$5HT NC,AU3FN0023198
NAOHB,NATIONAL RMBS 2011-2,CLASS A2 FRN MAT.20-DEC-2042 MIN.CONS.$5HT NC,AU0000NABHD1
NAOHC,NATIONAL RMBS 2011-2,CLASS A1-R FRN MAT.20-DEC-2042 MIN.CONS.$5HT NC,AU0000NAOHC6
NAHHB,NATIONAL RMBS 2012-2,CLASS A2 FRN MAT.20-JUN-2044 MIN.CONS.$5HT NC,XS0864194591
NAHHA,NATIONAL RMBS 2012-2,CLASS A1 FRN MAT.20-JUN-2044 MIN.CONS.$5HT NC,AU0000NAHHA4
